,Credit_Score,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Telephone_Indicator,Number_of_Dependants,Gender,Time_in_Employment,Employment_Type,Permanent_Employee,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau_Data___Monthly_Other_Co_R,Worst_History_CT,Age,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Worst_status_L6m,Worst_CUrrent_Status,Status_3s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi,PPI,Final_Grade_A,Final_Grade_B,Final_Grade_C,Final_Grade_D,Final_Grade_E,Final_Grade_F,Final_Grade_O,Final_Grade_R,Final_Grade_S,Final_Grade_X,Residential_Status_H,Residential_Status_L,Residential_Status_R,Residential_Status_T,Marital_Status_D,Marital_Status_M,Marital_Status_S,Marital_Status_W,Employment_Status_D,Employment_Status_G,Employment_Status_H,Employment_Status_M,Employment_Status_P,Employment_Status_R,Employment_Status_S,Employment_Status_T,Employment_Status_U,Payment_Method_C,Payment_Method_D,Payment_Method_S,Bankruptcy_Detected__SP__N,Bankruptcy_Detected__SP__T,Bankruptcy_Detected__SP__Y,CIFAS_detected_N,CIFAS_detected_T,CIFAS_detected_Y
0,918,36,3000.0,14.4,0,46,8,132,1,0,1,288,1,1,6,1,0,0,0,0,1,1,168,178000,47679,64406,513,5,46,64,1,5,16,0,0,0,0,9,10,1,18,6,16,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,903,120,21000.0,7.9,1,16,3,288,1,0,0,37,0,1,2,1,0,1,0,0,1,0,300,180000,11563,31614,331,5,59,13,0,0,99,0,1,0,0,6,22,0,203,8,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
2,1060,78,7200.0,7.9,1,17,3,276,1,0,1,154,1,1,5,1,0,1,0,0,1,0,369,199000,17563,26045,413,0,56,19,2,30,50,266,0,0,0,1,21,1,87,7,50,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3,839,60,8000.0,16.9,0,47,8,48,1,0,1,82,1,1,6,1,0,1,0,0,1,0,216,120000,0,181217,1112,5,33,160,0,0,99,1,1,0,0,5,0,0,229,9,99,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4,1057,60,7650.0,7.4,0,55,10,156,1,2,1,342,1,1,6,1,1,0,0,0,1,0,510,180000,60101,63811,435,0,49,62,0,0,99,0,0,0,0,1,13,0,38,6,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5,913,120,33000.0,9.4,1,59,11,18,1,0,1,170,1,1,6,1,0,1,0,0,1,0,240,205000,166543,219003,1256,0,45,168,0,0,99,0,0,0,0,1,1,0,525,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6,840,60,8000.0,15.9,0,12,2,293,1,0,1,77,1,1,6,1,1,1,0,0,1,0,317,179000,78823,90797,677,0,51,80,0,0,99,11,1,1,0,1,21,0,120,9,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
7,961,60,5300.0,11.9,1,43,7,163,0,2,1,351,1,1,6,1,0,0,0,0,1,1,243,92000,73386,84624,800,0,49,75,4,96,7,175,0,0,0,6,8,4,113,8,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8,901,60,12000.0,11.9,0,11,2,108,1,1,1,24,1,1,6,1,1,1,1,0,1,0,180,180000,149254,158678,1300,5,55,151,0,0,99,0,1,1,0,5,8,0,95,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
9,915,60,6000.0,12.9,0,49,9,36,1,0,0,72,1,1,2,1,1,1,0,0,1,0,384,120000,0,2785,0,0,48,0,0,0,99,0,0,0,0,2,3,0,28,4,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
10,840,120,10150.0,12.4,1,24,4,37,1,2,1,58,1,1,6,1,0,1,0,0,1,0,261,110000,97253,109231,706,4,27,99,0,0,99,27,0,0,0,4,3,0,120,7,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
11,968,120,18000.0,8.4,1,24,4,2,0,0,0,168,1,1,3,1,0,1,0,0,1,1,420,120000,66776,85502,526,0,49,68,0,0,99,0,0,0,0,2,1,0,188,8,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
12,904,60,10000.0,8.7,0,46,8,24,1,0,1,8,1,1,6,1,0,1,0,0,1,0,174,150000,128584,157718,977,5,37,130,0,0,99,0,0,0,0,4,0,0,292,8,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
13,924,44,8000.0,9.9,0,47,8,418,1,0,1,439,1,1,6,1,0,0,0,0,1,1,379,120000,0,2827,0,0,72,0,0,0,99,0,0,0,0,0,0,0,29,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14,896,37,5000.0,9.4,0,15,3,4,1,0,1,240,1,1,5,1,0,1,0,0,1,0,300,246000,127983,257560,1526,5,48,257,0,0,99,0,0,0,0,3,20,0,16,9,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
15,804,84,5000.0,17.1,1,44,8,12,1,2,1,36,1,1,6,1,0,1,0,0,1,0,240,165000,148728,160650,830,5,37,150,0,0,99,0,3,3,1,5,1,0,120,8,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
16,840,120,21200.0,11.5,1,44,8,339,1,0,1,133,1,1,6,1,0,1,0,0,1,0,231,117000,11983,31316,13,0,50,0,0,0,99,0,3,1,1,9,28,0,314,8,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
17,862,37,2000.0,31.9,0,18,3,44,1,0,1,63,1,1,6,1,0,1,0,0,1,0,186,291000,0,279819,1360,4,35,241,1,10,27,226,1,0,0,5,0,1,402,6,27,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
18,785,48,1100.0,40.9,0,23,4,94,1,0,1,54,1,1,2,1,0,0,0,0,1,0,150,120000,0,789,21,4,39,0,1,3,47,0,3,0,3,8,3,1,8,5,47,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
19,847,120,20000.0,9.4,1,16,3,237,1,0,1,309,1,1,6,1,0,1,0,0,1,1,326,272000,146413,170348,891,4,59,148,0,0,99,0,2,0,0,2,16,0,240,9,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
20,912,120,12000.0,9.4,1,25,4,3,1,0,0,240,1,1,6,1,0,1,0,0,1,0,240,272000,191930,220021,1910,0,55,193,0,0,99,76,3,2,2,4,0,0,281,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
21,910,120,17000.0,12.9,1,22,4,108,1,0,1,42,1,1,6,1,0,1,0,0,1,1,156,137000,133389,208441,1356,5,35,135,0,0,99,0,0,0,0,5,10,0,751,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
22,924,120,10000.0,11.4,1,43,7,120,0,2,1,62,1,1,4,1,0,0,0,0,1,0,158,122000,103015,107059,665,0,48,105,0,0,99,27,2,0,0,4,10,0,41,3,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
23,966,48,8000.0,7.9,0,24,4,156,1,3,0,81,1,1,3,1,1,0,0,0,1,0,168,85000,38650,39908,282,0,34,40,0,0,99,0,0,0,0,0,13,0,13,6,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
24,875,60,6500.0,16.9,0,44,8,198,1,1,0,48,1,1,3,1,0,1,0,0,1,1,306,75000,0,0,0,5,45,0,0,0,99,0,0,0,0,0,0,0,0,0,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
25,1004,60,6000.0,8.9,0,60,11,169,1,0,1,121,1,1,4,1,1,0,0,0,1,0,254,130000,0,16305,288,0,46,0,0,0,99,0,0,0,0,0,7,0,164,2,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
26,789,60,2000.0,27.9,0,21,4,15,0,1,1,15,1,1,4,1,1,1,0,0,1,1,75,160000,113430,117310,591,0,35,115,0,0,99,0,1,1,0,8,0,0,39,9,99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
27,829,60,4000.0,26.9,0,42,7,96,1,0,1,110,1,1,1,1,0,0,0,0,1,0,86,120000,0,8473,108,0,41,0,0,0,99,0,0,0,0,1,8,0,85,8,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
28,903,120,10200.0,10.9,1,23,4,96,0,0,0,36,1,1,4,1,0,0,0,0,1,1,216,118000,83667,89625,799,5,48,85,2,146,12,64,0,0,0,4,8,2,62,3,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
29,865,60,5000.0,15.9,0,49,9,39,1,2,1,3,1,1,4,1,1,0,0,0,1,0,132,120000,0,1945,40,5,31,0,0,0,99,0,0,0,0,0,3,0,20,3,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
30,774,120,15000.0,10.9,1,42,7,300,1,1,1,61,1,1,3,1,0,1,0,0,1,0,131,82000,12262,20309,165,0,58,0,1,6,72,0,0,0,0,9,24,1,204,6,72,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
31,804,84,7500.0,18.9,1,44,8,4,1,5,1,60,1,1,4,1,0,1,0,0,1,0,84,85000,81635,86634,713,5,38,83,1,2,25,25,0,0,0,9,0,0,50,5,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
32,942,120,14000.0,12.4,1,44,8,168,1,0,1,38,1,1,6,1,0,0,0,0,1,1,240,68000,58090,67072,874,5,42,60,0,0,99,334,0,2,0,2,6,0,90,3,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
33,870,60,8000.0,15.9,0,49,9,60,1,1,1,60,1,1,5,1,0,1,0,0,1,0,240,120000,0,4845,109,0,33,0,0,0,99,0,2,0,0,5,0,0,49,8,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
34,1028,12,1250.0,18.9,0,15,3,232,1,0,1,244,1,1,6,1,0,0,0,0,1,0,252,250000,180535,199947,1000,0,56,182,0,0,99,0,0,0,0,6,0,0,195,3,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,1006,120,30000.0,7.9,1,18,3,125,1,0,1,341,1,1,6,1,1,1,0,0,1,0,329,232000,95000,68783,919,0,50,0,0,0,99,0,1,0,0,9,10,0,688,9,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
36,885,24,1000.0,30.9,0,46,8,114,1,1,1,83,1,1,4,1,0,1,0,0,1,0,185,100000,30712,31273,363,0,42,32,0,0,99,0,3,0,1,1,8,0,6,6,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
37,811,60,2500.0,29.9,0,24,4,18,1,1,0,132,1,1,5,1,0,1,0,0,0,0,144,85000,73537,111958,865,0,31,75,0,0,99,0,2,1,0,3,0,0,385,9,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
38,858,120,12000.0,10.4,1,44,8,178,1,2,1,188,1,1,5,1,0,0,0,0,1,0,270,76000,42416,15738,0,1,44,0,2,12,43,14,0,1,0,2,13,1,158,1,64,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
39,673,60,2000.0,15.9,0,19,3,120,1,1,0,18,1,1,6,1,0,1,0,0,1,0,180,254000,175000,10616,338,5,43,0,0,0,99,25,6,6,6,2,10,0,107,9,99,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
40,903,120,24000.0,10.9,1,11,2,123,1,1,0,172,1,1,6,1,0,1,0,0,1,0,183,160000,122254,142641,637,0,46,124,0,0,99,113,4,4,2,4,0,0,204,5,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
41,747,120,10000.0,19.9,1,43,7,1,0,3,1,168,1,1,5,1,1,1,0,0,1,1,168,120000,105495,7131,270,5,30,0,0,0,99,6,1,0,0,5,0,0,72,9,99,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
42,965,60,8125.0,6.9,0,47,8,18,1,2,0,156,1,1,5,1,0,1,0,0,0,0,360,180000,142000,166328,1245,4,50,141,0,0,99,0,0,0,0,2,1,0,267,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
43,885,24,1500.0,22.9,0,43,7,60,1,1,1,42,1,1,3,1,0,1,0,0,0,0,132,95000,74000,93160,872,4,29,81,0,0,99,0,1,1,0,2,4,0,142,8,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
44,997,48,15000.0,6.9,0,49,9,276,1,1,0,132,1,1,6,1,0,0,0,0,1,1,72,140000,0,1035,0,0,49,0,0,0,99,0,0,0,0,4,9,0,11,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
45,948,60,8125.0,7.9,0,7,1,42,1,1,0,36,1,1,6,1,0,0,0,0,1,1,276,220000,115000,119792,931,5,44,115,0,0,99,0,0,0,0,0,0,0,59,4,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
46,954,60,6000.0,7.9,0,10,2,18,1,1,0,180,1,1,4,1,0,1,0,0,1,0,192,220000,120000,154372,771,0,43,149,0,0,99,0,0,0,0,0,1,0,70,6,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
47,1028,60,8125.0,6.9,0,44,8,108,1,1,0,312,1,1,5,1,0,0,0,0,1,0,324,150000,25109,112857,1004,0,57,97,0,0,99,0,0,0,0,4,6,0,169,7,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
48,931,60,8500.0,7.6,0,15,3,165,1,2,1,42,1,1,5,1,1,1,0,0,1,0,324,250000,70000,84496,534,4,43,73,0,0,99,0,0,1,0,1,13,0,131,8,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
49,972,60,8125.0,8.4,0,53,10,360,1,1,1,84,1,1,4,1,0,1,0,0,1,0,120,400000,9000,5587,3,0,61,0,0,0,99,0,0,0,0,0,30,0,56,8,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
50,1057,36,5000.0,7.9,0,53,10,390,1,0,1,264,1,1,5,1,1,0,0,0,1,0,227,260000,41000,59103,420,0,65,58,0,0,99,0,1,1,0,0,5,0,26,4,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
51,953,180,52000.0,7.9,1,45,8,348,1,0,1,108,1,1,6,1,0,1,0,0,1,1,408,119000,46145,119270,1009,0,53,48,2,11,61,2,1,0,0,2,28,2,732,9,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
52,902,120,22000.0,10.9,1,24,4,168,1,2,1,218,1,1,5,1,0,1,0,0,1,0,336,110000,74789,107499,617,1,37,76,1,3,14,125,3,1,1,2,14,0,328,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
53,991,60,10000.0,7.4,0,6,1,157,1,0,1,274,1,1,6,1,1,1,0,0,1,0,178,400000,296833,372884,3674,0,55,298,0,0,99,0,1,0,0,3,0,0,761,9,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
54,868,60,8000.0,16.4,1,42,7,12,1,1,1,18,1,1,6,1,0,1,0,0,0,0,240,80000,75261,103404,782,0,51,77,0,0,99,9,0,0,0,4,1,0,282,9,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
55,900,60,8000.0,10.9,0,37,6,126,1,0,0,79,1,1,4,1,1,0,0,0,1,1,283,75000,64000,8447,121,0,42,0,0,0,99,5,0,0,0,2,10,0,85,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
56,769,24,2000.0,26.9,0,26,4,264,1,0,1,7,1,1,3,1,1,1,0,0,1,0,147,120000,0,2260,0,5,23,0,0,0,99,0,0,0,0,3,3,0,23,2,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
57,1048,60,9000.0,10.9,0,27,4,60,1,1,1,54,1,1,4,1,0,1,0,0,1,0,240,120000,0,741,0,5,39,0,0,0,99,0,0,0,0,0,0,0,8,1,99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
58,885,36,2000.0,20.9,0,40,6,264,1,1,1,90,1,1,5,1,0,1,0,0,1,0,144,190000,37000,18178,165,0,46,0,0,0,99,0,0,0,0,6,0,0,182,4,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
59,845,120,10000.0,10.9,1,42,7,120,1,0,0,144,1,1,3,1,0,1,0,0,1,0,144,160000,104860,100338,530,4,35,94,1,56,41,123,2,1,0,6,2,1,83,4,41,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
60,835,24,600.0,27.9,0,45,8,132,1,0,1,6,1,1,5,1,1,1,0,0,1,0,204,120000,0,34604,530,0,36,0,0,0,99,2,0,0,0,5,0,0,347,7,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
61,831,72,10000.0,14.4,1,27,4,96,1,2,1,90,1,1,6,1,0,0,0,0,1,0,72,237000,157831,164459,590,1,36,159,1,1,6,20,0,0,0,1,7,0,67,5,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
62,1104,48,16091.42,12.3,1,0,1,196,1,0,0,53,1,1,0,1,0,0,0,0,1,0,106,120000,0,7808,0,0,30,0,0,0,99,0,0,0,0,0,0,0,79,2,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
63,789,36,1800.0,25.9,0,0,1,44,1,1,0,79,1,1,5,1,0,0,0,0,1,0,79,245000,113000,14251,196,0,42,0,1,4,11,0,2,0,0,0,0,0,143,9,99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
64,933,48,5808.0,16.2,1,0,1,12,0,0,0,36,1,1,0,1,0,0,0,0,0,0,120,120000,0,1863,0,5,23,0,0,0,99,0,0,0,0,4,0,0,19,8,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
65,730,84,5000.0,12.9,1,13,2,36,1,2,1,36,1,1,4,1,0,0,0,0,1,1,120,89000,68569,78025,661,5,25,70,2,30,4,16,3,4,3,6,2,2,95,4,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
66,777,60,2500.0,31.9,0,42,7,120,1,0,0,62,1,1,3,1,0,0,0,0,1,0,92,120000,0,1239,0,0,43,0,1,3,55,7,0,0,0,2,11,1,13,3,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
67,969,120,20000.0,8.9,1,60,11,5,1,0,1,60,1,1,6,1,0,1,0,0,1,0,193,353000,305000,44882,741,5,40,0,0,0,99,0,0,0,0,5,0,0,449,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
68,774,120,17200.0,17.9,1,24,4,12,1,3,0,32,1,1,6,1,0,0,0,0,1,1,131,82500,59698,81260,530,0,24,61,1,4,51,9,0,0,0,5,1,1,216,8,51,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
69,797,120,12000.0,17.9,1,42,7,120,1,4,0,81,1,1,4,1,0,0,0,0,0,0,125,109000,85178,91912,564,0,32,87,1,3,18,0,0,0,0,5,0,1,68,3,18,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
70,890,120,12000.0,9.4,1,42,7,33,1,0,0,48,1,1,4,1,0,1,0,0,1,0,24,119000,91245,111443,1264,5,37,93,0,0,99,0,0,0,0,3,0,0,202,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
71,813,37,6000.0,16.9,0,29,5,3,1,0,0,25,1,1,5,1,1,1,0,0,1,0,84,120000,0,5788,366,5,33,0,0,0,99,0,0,0,0,2,0,0,58,4,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
72,665,36,3295.0,38.2,1,7,1,54,1,0,0,2,1,1,0,1,0,0,0,0,1,0,54,120000,0,4335,0,5,29,0,0,0,99,10,1,1,0,4,3,0,44,7,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
73,611,48,5475.0,33.5,1,46,8,240,1,0,1,24,1,1,0,1,0,1,0,0,1,0,60,120000,0,975,0,5,21,0,0,0,99,16,1,3,2,7,0,0,10,4,99,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
74,665,36,2821.0,39.8,1,46,8,1,0,0,0,7,1,1,0,1,0,0,0,0,0,0,1,120000,0,255,0,5,37,0,0,0,99,0,0,0,0,4,0,0,3,3,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
75,630,36,3600.0,35.5,1,46,8,114,1,0,1,24,1,1,0,1,0,0,0,0,0,0,1,120000,0,589,0,5,28,0,1,9,59,131,3,3,1,4,8,1,6,2,59,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
76,805,36,3500.0,24.9,0,21,4,60,1,0,1,48,1,1,4,1,0,1,0,0,1,0,24,102000,67603,68030,471,5,49,69,0,0,99,0,2,0,0,4,5,0,5,5,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
