,Credit_Score,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Telephone_Indicator,Number_of_Dependants,Gender,Time_in_Employment,Employment_Type,Permanent_Employee,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau_Data___Monthly_Other_Co_R,Worst_History_CT,Age,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Worst_status_L6m,Worst_CUrrent_Status,Status_3s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi,PPI,Final_Grade_A,Final_Grade_B,Final_Grade_C,Final_Grade_D,Final_Grade_E,Final_Grade_F,Final_Grade_O,Final_Grade_R,Final_Grade_S,Final_Grade_X,Residential_Status_H,Residential_Status_L,Residential_Status_R,Residential_Status_T,Marital_Status_D,Marital_Status_M,Marital_Status_S,Marital_Status_W,Employment_Status_D,Employment_Status_G,Employment_Status_H,Employment_Status_M,Employment_Status_P,Employment_Status_R,Employment_Status_S,Employment_Status_T,Employment_Status_U,Payment_Method_C,Payment_Method_D,Payment_Method_S,Bankruptcy_Detected__SP__N,Bankruptcy_Detected__SP__T,Bankruptcy_Detected__SP__Y,CIFAS_detected_N,CIFAS_detected_T,CIFAS_detected_Y
1055,956,60,12500.0,7.4,0,18,3,456,1,0,0,324,1,1,6,1,1,0,0,0,0,0,25,235000,0,41639,287,0,61,0,0,0,99,0,0,0,0,1,31,0,417,7,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1056,820,120,18000.0,13.4,1,43,7,36,1,2,1,6,1,1,5,1,0,0,0,0,1,1,216,100000,77780,90709,514,4,34,79,0,0,99,0,3,0,1,3,2,0,130,9,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1057,885,60,9750.0,10.9,1,22,4,119,1,0,1,246,1,1,5,1,0,1,0,0,1,1,287,140000,40000,51692,564,0,45,42,0,0,99,15,2,3,4,2,0,0,112,6,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1058,811,30,7000.0,21.9,0,44,8,34,1,0,0,59,1,1,4,1,1,0,0,0,1,0,299,120000,0,13189,56,0,37,0,0,0,99,0,1,0,0,2,3,0,132,9,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1059,848,48,4000.0,24.9,0,35,6,73,1,0,1,79,1,1,4,1,0,1,0,0,1,0,103,120000,0,4383,119,0,32,0,0,0,99,0,0,0,0,1,4,0,44,4,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1060,1107,60,9344.0,9.1,1,0,1,48,1,0,1,114,1,1,0,1,1,1,0,0,1,0,120,120000,0,496,0,5,40,0,0,0,99,0,0,0,0,2,0,0,5,4,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1061,830,60,7000.0,21.9,0,38,6,124,1,0,1,98,1,1,6,1,0,1,0,0,1,0,92,120000,0,4509,0,0,63,0,1,3,53,31,0,0,0,4,9,1,46,4,53,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1062,795,48,3500.0,25.9,0,20,3,219,1,0,1,26,1,1,4,1,0,1,0,0,1,0,231,120000,0,2408,0,1,38,0,0,0,99,27,2,0,0,2,17,0,25,3,99,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1063,801,60,5000.0,23.9,0,11,2,74,1,0,1,360,1,1,6,1,1,1,0,0,1,0,62,120000,0,25847,269,0,53,0,0,0,99,0,0,0,0,1,10,0,259,8,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1064,922,60,5000.0,10.9,0,49,9,14,1,0,0,12,1,1,5,1,0,1,0,0,1,0,300,120000,0,198458,1383,0,42,188,0,0,99,0,0,0,0,2,1,0,123,8,99,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1065,848,60,5000.0,16.9,0,47,8,42,1,1,0,24,1,1,3,1,0,1,0,0,1,0,48,101000,72983,163289,1283,5,39,147,0,0,99,0,1,1,0,7,3,0,173,9,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1066,799,60,4000.0,16.9,0,23,4,7,1,2,0,7,1,1,3,1,0,1,0,0,1,0,180,100000,45972,46388,281,5,41,47,0,0,99,1,0,0,0,2,0,0,5,3,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1067,925,60,5500.0,11.9,0,24,4,252,1,0,0,197,1,1,2,1,0,0,0,0,1,1,257,120000,0,6158,0,0,43,0,0,0,99,3,0,0,0,1,21,0,62,3,99,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1068,849,60,3000.0,21.9,0,11,2,96,1,1,1,127,1,1,5,1,0,1,0,0,1,1,120,120000,0,17547,325,1,32,0,0,0,99,0,1,0,0,1,7,0,176,7,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1069,905,12,1500.0,31.9,0,29,5,42,1,0,0,5,1,1,4,1,0,1,0,0,1,0,168,120000,0,357,0,5,33,0,0,0,99,0,3,3,1,0,3,0,4,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1070,799,25,1500.0,29.9,0,48,9,41,1,0,1,36,1,1,6,1,0,1,0,0,1,0,60,120000,0,1399,18,0,34,0,0,0,99,32,0,0,0,2,0,0,14,4,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1071,792,48,4300.0,26.9,0,22,4,180,1,2,0,36,1,1,6,1,0,1,0,0,1,0,70,165000,137190,180389,1426,2,36,159,0,0,99,0,0,2,0,5,0,0,233,9,99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1072,840,60,2000.0,25.9,0,49,9,39,0,0,1,215,1,1,2,1,1,1,0,0,1,0,300,120000,0,429,30,5,42,0,0,0,99,26,0,0,0,0,3,0,5,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1073,874,36,5000.0,16.9,0,49,9,324,0,0,0,72,1,1,4,1,0,1,0,0,1,0,300,200000,70249,71651,619,0,43,72,0,0,99,15,1,0,0,2,0,0,17,5,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1074,1047,48,9500.0,7.9,0,39,6,144,1,0,1,548,1,1,6,1,1,0,0,0,1,0,224,90000,0,15627,0,0,62,0,0,0,99,0,0,0,0,0,0,0,157,3,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1075,808,60,7000.0,21.9,0,0,1,30,1,0,1,60,1,1,5,1,0,1,0,0,1,0,60,140000,119691,157355,837,0,40,121,0,0,99,0,0,0,0,0,2,0,377,6,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1076,1000,60,8125.0,7.9,0,19,3,125,1,3,0,293,1,1,6,1,0,1,0,0,1,1,300,240000,100000,147157,0,0,43,146,0,0,99,0,1,0,0,1,9,0,28,4,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1077,1035,60,8500.0,7.9,0,40,6,120,1,0,1,126,1,1,6,1,1,0,0,0,1,0,252,75000,0,13850,180,0,62,0,0,0,99,0,0,0,0,1,9,0,139,6,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1078,950,18,3000.0,16.9,0,12,2,331,1,0,1,3,0,1,5,1,0,0,0,0,1,0,259,150000,0,1063,0,0,58,0,0,0,99,0,0,0,0,0,27,0,11,1,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1079,839,60,1000.0,31.9,0,42,7,80,1,1,0,65,1,1,3,1,0,1,0,0,1,0,89,120000,55240,68456,466,0,52,57,3,22,12,1,1,0,0,7,7,2,133,6,22,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1080,624,24,1000.0,44.9,0,42,7,377,1,0,1,36,1,1,2,1,1,1,0,0,1,0,42,120000,0,15211,271,0,33,0,1,22,54,1,3,0,2,3,11,1,153,7,54,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1081,984,24,1000.0,18.9,0,44,8,349,1,0,0,49,1,1,5,1,0,1,0,0,0,0,343,26322,102000,72321,823,0,52,28,0,0,99,5,3,0,1,1,26,0,460,7,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1082,1035,48,8000.0,9.9,0,15,3,62,1,0,1,2,1,1,6,1,0,1,0,0,1,1,266,170000,69643,72824,605,5,50,71,0,0,99,0,0,0,0,2,5,0,32,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1083,854,60,3300.0,19.9,0,44,8,24,1,2,1,9,1,1,3,1,0,0,0,0,1,0,287,120000,0,13110,0,0,50,0,0,0,99,0,0,0,0,1,1,0,132,8,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1084,877,36,2000.0,23.9,0,48,9,114,1,0,1,48,1,1,2,1,0,0,0,0,1,0,138,120000,0,699,0,0,42,0,1,6,41,21,0,0,0,4,4,0,7,3,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1085,943,60,7000.0,8.9,0,23,4,276,1,0,1,120,1,1,6,1,0,1,0,0,1,0,120,128000,34669,43094,811,0,50,36,0,0,99,0,0,0,0,0,22,0,85,6,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1086,896,30,3800.0,19.9,0,23,4,192,1,3,1,223,1,1,4,1,0,0,0,0,1,0,199,120000,41106,44427,355,0,42,43,0,0,99,3,0,0,0,1,16,0,34,4,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1087,1008,18,1000.0,20.9,0,58,11,27,1,1,1,35,1,1,4,1,0,0,0,0,1,1,240,160000,100000,3259,58,5,64,0,0,0,99,0,0,0,0,3,2,0,33,1,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1088,940,48,3100.0,18.9,0,12,2,67,1,0,0,371,1,1,3,1,0,0,0,0,1,0,185,110000,53049,55379,515,4,56,55,0,0,99,10,0,0,0,1,5,0,24,3,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1089,1020,30,1500.0,18.9,0,22,4,84,1,0,1,168,1,1,3,1,0,0,0,0,1,0,180,110000,0,189,0,0,65,0,0,0,99,0,0,0,0,1,7,0,2,6,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1090,942,60,5000.0,10.9,0,13,2,240,1,0,1,3,1,1,4,1,0,1,0,0,1,0,384,62500,0,29088,196,4,50,0,0,0,99,0,0,0,0,1,7,0,291,6,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1091,902,60,6600.0,11.9,0,42,7,283,1,0,1,114,1,1,3,1,0,0,0,0,1,0,300,120000,0,25766,0,0,61,0,0,0,99,0,0,0,0,3,13,0,258,2,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1092,811,60,5000.0,19.9,0,42,7,188,0,0,1,44,1,1,3,1,0,1,0,0,1,1,56,90000,49823,55203,406,4,33,51,0,0,99,9,0,0,0,3,15,0,54,5,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1093,973,60,5000.0,7.9,0,15,3,2,1,2,1,126,1,1,6,1,0,1,0,0,1,1,216,170000,116682,120640,869,0,37,118,0,0,99,0,0,0,0,1,0,0,40,5,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1094,830,48,3500.0,23.9,0,13,2,83,1,2,0,47,1,1,4,1,1,1,0,0,0,0,191,120000,0,21741,466,0,30,0,0,0,99,0,0,0,0,0,6,0,218,8,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1095,848,60,2000.0,31.9,0,12,2,125,1,1,1,101,1,1,5,1,0,0,0,0,0,0,125,250000,142000,142092,839,5,45,144,1,28,10,69,0,0,0,9,0,1,1,4,10,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1096,886,60,3000.0,17.9,0,44,8,84,1,2,0,15,1,1,3,1,0,1,0,0,1,0,48,120000,0,63790,473,5,33,64,0,0,99,0,1,0,0,2,0,0,15,9,99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1097,993,60,5800.0,8.9,0,47,8,311,1,0,1,219,1,1,4,1,0,1,0,0,1,1,267,120000,0,21815,297,0,52,0,0,0,99,0,0,0,0,1,0,0,219,9,99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1098,855,60,7000.0,25.9,0,42,7,226,1,2,1,168,1,1,6,1,1,0,0,0,1,0,79,95000,91758,104998,657,0,39,92,1,50,5,10,4,1,2,5,17,1,148,5,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1099,952,60,8000.0,7.9,0,44,8,91,1,0,0,55,1,1,4,1,0,1,0,0,1,0,285,125000,74467,82395,925,0,43,76,0,0,99,0,0,0,0,1,7,0,80,7,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1100,1042,48,5000.0,10.9,0,10,2,160,1,0,1,40,1,1,3,1,1,1,0,0,1,0,556,300000,0,3173,133,0,70,0,0,0,99,0,0,0,0,1,12,0,32,2,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1101,814,60,4500.0,26.9,0,42,7,228,1,0,0,157,1,1,5,1,0,1,0,0,1,0,225,120000,0,25300,300,0,45,0,0,0,99,31,0,0,0,0,18,0,253,3,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1102,800,60,5000.0,17.9,0,37,6,172,1,0,0,14,1,1,2,1,1,1,0,0,1,1,100,95000,49542,55121,396,0,50,51,0,0,99,14,1,1,0,7,13,0,56,7,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1103,709,48,1500.0,29.9,0,46,8,62,1,1,0,50,1,1,6,1,1,1,0,0,1,1,146,87000,54997,54997,378,5,38,56,2,4,21,4,0,0,0,5,4,2,0,1,21,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1104,739,37,3000.0,40.4,0,42,7,220,1,0,1,138,1,1,6,1,1,1,0,0,1,0,278,102000,43559,68881,780,0,46,45,0,0,99,2,4,4,2,2,0,0,254,8,99,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1105,1057,30,4000.0,16.9,0,16,3,216,1,3,1,220,1,1,6,1,0,1,0,0,1,0,238,160000,42857,43134,458,5,49,44,0,0,99,0,0,0,0,1,18,0,3,3,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1106,845,36,1500.0,21.9,0,12,2,61,1,0,0,74,1,1,6,1,0,1,0,0,1,0,180,65000,35000,116094,777,0,33,100,0,0,99,0,1,1,0,5,5,0,174,9,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1107,788,60,3000.0,32.9,0,45,8,60,1,0,1,98,1,1,6,1,0,0,0,0,1,0,86,120000,0,30125,214,0,36,0,0,0,99,9,0,0,0,6,0,0,302,4,99,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1108,760,30,1500.0,42.9,0,45,8,34,1,0,1,40,1,1,2,1,0,0,0,0,0,0,133,120000,0,5205,0,0,26,0,0,0,99,5,0,0,0,3,1,0,53,2,99,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1109,748,60,2000.0,38.9,0,23,4,19,1,1,0,45,1,1,3,1,0,1,0,0,1,0,101,120000,0,12921,0,0,28,0,0,0,99,0,0,0,0,4,1,0,130,3,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1110,793,60,15000.0,14.9,0,0,1,49,1,1,1,114,1,1,5,1,0,1,0,0,1,0,120,250000,182000,0,0,5,37,0,0,0,99,0,0,0,0,0,0,0,0,0,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1111,684,120,10000.0,24.8,1,43,7,144,1,1,1,6,1,1,6,1,0,0,0,0,1,0,60,116000,73870,74760,608,5,37,75,5,28,11,43,6,6,9,6,1,5,9,4,11,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1112,890,60,15000.0,8.9,0,44,8,13,1,0,1,73,1,1,6,1,0,1,0,0,1,1,181,98000,92744,128864,1282,0,49,94,0,0,99,36,1,1,0,5,1,0,368,8,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1113,935,60,6000.0,15.4,1,55,10,96,1,0,1,84,1,1,6,1,0,1,0,0,1,0,72,146000,136000,103527,1056,5,37,105,5,999,50,415,0,0,0,4,8,1,1,5,52,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
1114,716,48,7195.0,31.4,1,0,1,18,1,0,0,20,1,1,0,1,0,0,0,0,0,0,36,120000,0,5509,216,5,36,0,0,0,99,11,1,1,0,9,1,0,56,7,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1115,990,48,7500.0,32.2,1,19,3,24,1,0,1,17,1,1,0,1,1,1,0,0,0,0,60,120000,0,0,0,5,39,0,0,0,99,4,0,0,0,3,0,0,0,0,99,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1116,704,48,4583.94,30.4,1,37,6,60,1,0,1,60,1,1,0,1,0,0,0,0,0,0,60,120000,0,0,0,5,34,0,1,6,31,0,0,0,0,6,0,1,0,0,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1117,831,60,10000.0,20.9,0,36,6,240,1,0,1,18,1,1,4,1,0,1,0,0,1,0,120,383000,134000,140110,1244,5,32,136,0,0,99,5,0,0,0,9,7,0,54,3,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1118,752,60,4000.0,39.9,0,27,4,118,1,3,0,12,1,1,4,1,0,1,0,0,1,1,84,120000,0,2228,0,0,38,0,0,0,99,1,1,0,0,2,2,0,23,8,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1119,888,60,5000.0,15.9,0,21,4,12,1,3,1,30,1,1,6,1,0,1,0,0,1,1,170,273000,229127,360668,2548,5,45,346,0,0,99,0,0,0,0,3,0,0,158,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1120,840,48,6000.0,16.9,0,55,10,180,1,0,0,34,1,1,6,1,0,1,0,0,1,0,120,300000,160000,9317,0,0,57,0,0,0,99,0,1,0,0,0,15,0,94,9,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1121,907,60,6000.0,22.4,0,22,4,84,1,0,1,38,1,1,3,1,0,1,0,0,1,0,24,200000,131214,131833,643,5,57,133,3,454,12,474,0,0,0,1,7,0,7,5,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1122,974,48,5850.0,9.9,0,16,3,365,0,0,0,24,1,1,3,1,1,1,0,0,1,0,197,80160,67240,74918,529,0,54,69,0,0,99,0,0,0,0,0,13,0,77,5,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1123,799,60,6000.0,21.9,0,13,2,12,1,0,1,66,1,1,5,1,0,1,0,0,1,1,138,150000,124020,129689,635,4,26,126,0,0,99,9,0,0,0,4,0,0,57,7,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1124,788,36,2000.0,24.9,0,29,5,2,1,0,1,36,1,1,3,1,0,1,0,0,1,0,72,120000,0,0,0,5,24,0,0,0,99,0,0,0,0,0,0,0,1,2,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1125,874,48,6500.0,16.9,0,42,7,101,1,2,0,96,1,1,4,1,0,1,0,0,1,0,223,121000,50706,59961,303,0,40,52,1,49,57,52,0,0,0,3,5,1,93,7,57,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1126,819,60,3000.0,18.9,0,53,10,18,1,0,0,4,1,1,6,1,0,1,0,0,1,0,208,190000,120000,0,0,4,52,0,0,0,99,0,0,0,0,1,0,0,1,2,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1127,903,120,15000.0,14.9,1,2,1,47,1,1,1,49,1,1,6,1,0,1,0,0,1,0,168,183000,182906,220343,1137,0,40,184,0,0,99,0,1,0,0,9,1,0,375,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1128,966,60,7000.0,7.9,0,10,2,216,1,0,1,15,1,1,4,1,0,1,0,0,1,0,300,280000,69000,3809,45,5,52,5,1,99,39,0,0,0,0,2,14,0,1,2,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1129,1013,60,10000.0,7.4,0,7,1,28,1,1,0,168,1,1,6,1,0,1,0,0,1,1,480,450000,154850,181415,1899,0,56,156,0,0,99,0,0,0,0,1,2,0,266,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1130,946,60,8000.0,7.9,0,27,4,301,1,1,0,243,1,1,5,1,0,1,0,0,1,0,445,120000,0,5602,0,0,59,0,0,0,99,0,3,0,1,1,13,0,57,9,99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1131,965,60,8000.0,7.9,0,15,3,58,1,1,1,214,1,1,6,1,0,0,0,0,1,0,120,395000,91459,122576,1517,0,52,93,0,0,99,0,0,0,0,2,4,0,312,7,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
