,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Status_3s_L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi
14767,78,0,0,99,2,0,4,0,43,6,99
14768,0,0,0,99,0,0,11,0,190,7,99
14769,102,1,20,57,18,0,18,1,288,9,57
14770,0,1,8,24,5,0,5,1,43,3,24
14771,270,0,0,99,0,0,10,0,493,6,99
14772,0,0,0,99,0,0,2,0,99,6,99
14773,91,0,0,99,4,3,8,0,120,8,99
14774,0,0,0,99,8,0,9,0,181,4,99
14775,0,0,0,99,41,0,0,0,34,3,99
14776,0,0,0,99,0,2,0,0,999,9,99
14777,0,0,0,99,0,0,5,0,180,6,99
14778,0,0,0,99,0,0,8,0,306,7,99
14779,98,0,0,99,0,2,8,0,168,7,99
14780,0,0,0,99,0,0,4,0,14,3,99
14781,82,2,76,53,31,0,4,1,1,4,59
14782,0,1,6,28,10,0,12,1,34,8,28
14783,89,2,6,9,4,1,0,2,39,9,9
14784,94,0,0,99,30,0,18,0,31,6,99
14785,176,0,0,99,0,0,0,0,142,9,99
14786,0,1,4,51,15,0,2,1,270,3,51
14787,152,0,0,99,135,1,5,0,114,9,99
14788,185,0,0,99,0,0,1,0,274,9,99
14789,71,0,0,99,0,0,25,0,222,6,99
14790,0,0,0,99,0,0,3,0,27,8,99
14791,0,0,0,99,0,0,1,0,258,6,99
14792,0,1,10,71,8,0,0,0,137,3,99
14793,97,0,0,99,0,0,13,0,66,6,99
14794,109,0,0,99,0,0,19,0,83,9,99
14795,135,0,0,99,0,0,18,0,375,9,99
14796,0,0,0,99,0,0,9,0,186,7,99
14797,0,0,0,99,113,0,17,0,118,7,99
14798,0,0,0,99,0,0,0,0,156,5,99
14799,124,0,0,99,0,0,7,0,100,9,99
14800,162,0,0,99,0,0,0,0,415,9,99
14801,0,0,0,99,0,0,0,0,49,4,99
14802,115,0,0,99,0,0,0,0,565,9,99
14803,56,0,0,99,0,0,7,0,178,9,99
14804,191,0,0,99,0,0,0,0,444,9,99
14805,140,0,0,99,0,0,1,0,384,9,99
14806,108,0,0,99,0,0,9,0,478,8,99
14807,0,0,0,99,7,0,7,0,140,2,99
14808,121,0,0,99,2,0,3,0,69,6,99
14809,0,1,7,61,3,0,0,1,203,5,61
14810,0,0,0,99,0,0,0,0,68,2,99
14811,0,0,0,99,0,0,1,0,126,9,99
14812,34,0,0,99,36,0,16,0,25,5,99
14813,77,0,0,99,0,0,1,0,22,7,99
14814,114,0,0,99,0,0,1,0,122,9,99
14815,0,0,0,99,0,0,25,0,208,5,99
14816,96,0,0,99,0,0,10,0,247,9,99
14817,174,0,0,99,9,0,0,0,282,8,99
14818,0,0,0,99,0,0,25,0,16,4,99
14819,181,0,0,99,45,0,15,0,0,1,99
14820,0,0,0,99,2,0,0,0,238,7,99
14821,107,1,20,31,8,0,9,1,0,2,31
14822,0,0,0,99,25,2,16,0,100,9,99
14823,114,0,0,99,0,0,0,0,271,9,99
14824,0,0,0,99,62,0,4,0,73,9,99
14825,0,1,3,43,2,0,13,0,25,3,99
14826,0,0,0,99,51,0,14,0,43,3,99
14827,72,0,0,99,1,0,15,0,61,6,99
14828,41,0,0,99,0,0,2,0,104,6,99
14829,0,0,0,99,0,0,6,0,61,4,99
14830,142,0,0,99,0,0,0,0,489,9,99
14831,0,0,0,99,0,0,2,0,37,5,99
14832,96,0,0,99,0,0,3,0,134,9,99
14833,101,0,0,99,0,0,1,0,101,8,99
14834,232,0,0,99,0,0,3,0,472,9,99
14835,0,0,0,99,5,0,0,0,224,3,99
14836,0,0,0,99,0,0,7,0,163,4,99
14837,30,0,0,99,0,0,9,0,125,9,99
14838,101,0,0,99,0,0,9,0,136,9,99
14839,44,0,0,99,0,0,0,0,85,7,99
14840,112,0,0,99,68,0,0,0,87,5,99
14841,87,0,0,99,0,0,9,0,119,9,99
14842,279,0,0,99,12,0,8,0,137,6,99
14843,0,0,0,99,108,0,31,0,0,0,99
14844,115,1,6,10,0,0,0,1,46,9,10
14845,116,0,0,99,0,0,4,0,119,9,99
14846,158,0,0,99,0,0,5,0,303,5,99
14847,83,0,0,99,22,0,0,0,119,9,99
14848,79,0,0,99,14,6,4,0,20,5,99
14849,0,0,0,99,3,0,5,0,141,9,99
14850,142,0,0,99,117,0,11,0,47,9,99
14851,122,0,0,99,10,0,15,0,244,9,99
14852,0,0,0,99,0,0,4,0,272,6,99
14853,84,0,0,99,0,0,16,0,250,8,99
14854,127,0,0,99,0,0,3,0,54,9,99
14855,46,0,0,99,4,0,2,0,165,8,99
14856,55,0,0,99,0,0,3,0,243,9,99
14857,148,0,0,99,0,0,5,0,145,9,99
14858,33,0,0,99,0,0,2,0,103,6,99
14859,87,0,0,99,21,2,4,0,54,8,99
14860,97,1,16,56,4,0,2,0,92,7,99
14861,53,0,0,99,0,0,0,0,205,7,99
14862,32,2,4,63,9,0,13,0,37,3,99
14863,0,1,3,49,78,0,10,1,1,1,49
14864,0,0,0,99,0,0,15,0,178,9,99
14865,0,0,0,99,30,0,24,0,70,4,99
14866,77,0,0,99,1,0,1,0,154,8,99
14867,92,0,0,99,0,0,15,0,71,8,99
14868,102,3,93,47,10,0,0,3,179,4,47
14869,84,0,0,99,0,0,34,0,509,9,99
14870,75,1,73,72,0,0,16,0,394,6,99
14871,41,4,93,21,22,0,8,4,21,4,21
14872,0,0,0,99,0,2,3,0,137,9,99
14873,0,0,0,99,131,0,1,0,0,0,99
14874,0,0,0,99,0,0,3,0,38,3,99
14875,0,0,0,99,0,0,17,0,64,4,99
14876,0,0,0,99,0,1,8,0,21,4,99
14877,63,2,5,8,0,0,0,2,3,5,8
14878,152,0,0,99,4,0,1,0,24,5,99
14879,0,1,52,64,0,0,23,0,67,3,99
14880,278,0,0,99,0,0,0,0,129,9,99
14881,0,0,0,99,0,0,2,0,31,1,99
14882,174,0,0,99,0,0,1,0,211,9,99
14883,0,0,0,99,0,0,0,0,76,5,99
14884,0,1,5,53,80,0,6,1,100,6,53
14885,167,0,0,99,0,0,1,0,695,9,99
14886,0,0,0,99,20,0,14,0,11,1,99
14887,216,0,0,99,0,0,0,0,66,8,99
14888,4,0,0,99,0,0,17,0,443,6,99
14889,25,2,7,32,23,2,25,2,114,9,32
14890,0,0,0,99,0,0,4,0,86,5,99
14891,143,0,0,99,0,0,2,0,64,5,99
14892,45,0,0,99,0,0,9,0,13,3,99
14893,0,0,0,99,0,0,0,0,24,7,99
14894,0,1,3,20,39,0,3,1,22,2,20
14895,98,1,42,66,27,0,11,1,1,3,66
14896,0,0,0,99,0,0,0,0,118,3,99
14897,137,0,0,99,0,0,9,0,167,9,99
14898,146,1,4,15,42,0,12,0,40,3,99
14899,94,0,0,99,0,0,1,0,372,9,99
14900,0,4,186,5,197,0,18,4,127,6,5
14901,55,0,0,99,0,0,15,0,30,3,99
14902,74,0,0,99,0,0,6,0,107,7,99
14903,158,2,89,10,298,0,4,2,178,8,10
14904,0,0,0,99,0,0,17,0,381,9,99
14905,0,0,0,99,0,0,27,0,259,2,99
14906,34,0,0,99,0,0,28,0,156,9,99
14907,68,0,0,99,0,0,15,0,37,5,99
14908,72,0,0,99,0,0,11,0,109,9,99
14909,54,0,0,99,0,0,19,0,122,9,99
14910,0,0,0,99,0,0,15,0,131,4,99
14911,21,0,0,99,0,0,5,0,167,3,99
14912,445,0,0,99,0,0,21,0,950,9,99
14913,14,0,0,99,0,0,9,0,148,9,99
14914,26,0,0,99,0,0,16,0,368,4,99
14915,0,0,0,99,0,0,11,0,32,5,99
14916,0,0,0,99,0,0,18,0,39,5,99
14917,69,0,0,99,0,0,5,0,395,9,99
14918,29,0,0,99,0,0,0,0,184,9,99
14919,48,0,0,99,0,0,0,0,59,6,99
14920,0,0,0,99,131,0,6,0,187,3,99
14921,0,0,0,99,0,0,0,0,103,4,99
14922,0,0,0,99,4,0,7,0,90,6,99
14923,107,0,0,99,0,0,12,0,91,6,99
14924,99,0,0,99,0,0,3,0,653,9,99
14925,0,0,0,99,0,0,12,0,35,4,99
14926,141,1,4,70,20,0,15,0,181,8,99
14927,274,0,0,99,0,0,13,0,264,9,99
14928,69,0,0,99,0,0,12,0,233,7,99
14929,71,0,0,99,0,0,2,0,88,9,99
14930,0,0,0,99,0,0,5,0,165,4,99
14931,122,0,0,99,0,0,7,0,130,9,99
14932,51,1,14,51,12,0,17,1,74,5,51
14933,50,0,0,99,0,0,5,0,44,7,99
14934,67,0,0,99,514,0,23,0,90,6,99
14935,0,0,0,99,0,0,4,0,159,4,99
14936,0,0,0,99,0,4,17,0,131,9,99
14937,0,0,0,99,0,0,6,0,93,7,99
14938,0,0,0,99,29,0,5,0,91,3,99
14939,48,0,0,99,2,0,11,0,238,5,99
14940,0,0,0,99,0,0,3,0,103,9,99
14941,70,0,0,99,0,0,12,0,174,8,99
14942,232,0,0,99,0,0,0,0,1,3,99
14943,133,1,40,44,8,0,6,1,92,4,44
14944,0,0,0,99,0,0,0,0,22,5,99
14945,73,0,0,99,14,0,22,0,291,9,99
14946,62,0,0,99,23,0,2,0,4,4,99
14947,0,0,0,99,0,0,0,0,162,1,99
14948,0,0,0,99,0,0,14,0,106,4,99
14949,0,0,0,99,0,0,0,0,11,1,99
14950,0,1,2,31,0,0,0,1,28,5,31
14951,189,0,0,99,0,0,0,0,188,8,99
14952,82,0,0,99,0,0,2,0,310,9,99
14953,0,0,0,99,0,0,16,0,96,3,99
14954,150,0,0,99,0,0,8,0,230,9,99
14955,121,0,0,99,0,0,0,0,228,9,99
14956,92,0,0,99,2,0,0,0,191,7,99
14957,126,0,0,99,161,0,1,0,321,9,99
14958,107,0,0,99,0,2,2,0,422,9,99
14959,127,0,0,99,0,0,14,0,372,9,99
14960,0,0,0,99,0,0,23,0,21,3,99
14961,0,0,0,99,0,0,2,0,3,1,99
14962,94,0,0,99,0,0,3,0,420,9,99
14963,40,0,0,99,29,0,17,0,86,6,99
14964,141,0,0,99,0,0,22,0,311,8,99
14965,81,0,0,99,0,0,8,0,143,9,99
14966,0,0,0,99,21,0,11,0,14,7,99
14967,0,0,0,99,12,0,0,0,1,1,99
14968,0,1,6,54,4,0,10,1,1,2,54
14969,0,0,0,99,1,0,5,0,88,3,99
14970,0,0,0,99,9,0,1,0,21,4,99
14971,0,0,0,99,0,0,3,0,314,8,99
14972,83,2,7,19,23,0,5,0,27,8,99
14973,0,0,0,99,0,0,2,0,121,3,99
14974,0,0,0,99,0,0,7,0,94,4,99
14975,164,0,0,99,0,7,27,0,23,9,99
14976,203,1,8,8,0,0,0,1,16,4,8
14977,44,0,0,99,166,3,8,0,69,6,99
14978,0,0,0,99,0,0,21,0,35,5,99
14979,0,0,0,99,0,0,15,0,125,7,99
14980,0,1,3,59,2,0,15,1,138,4,59
14981,85,0,0,99,0,0,0,0,192,9,99
14982,68,1,9,1,8,1,0,1,234,9,1
14983,119,0,0,99,0,0,2,0,483,9,99
14984,0,0,0,99,22,0,4,0,233,6,99
14985,0,0,0,99,0,0,0,0,317,3,99
14986,164,0,0,99,0,0,1,0,277,9,99
14987,163,0,0,99,0,0,0,0,433,8,99
14988,104,0,0,99,173,0,20,0,32,5,99
14989,172,4,104,54,13,0,9,3,229,9,54
14990,0,0,0,99,0,0,0,0,21,3,99
14991,109,0,0,99,0,0,3,0,188,9,99
14992,0,0,0,99,0,0,16,0,0,0,99
14993,0,0,0,99,0,0,4,0,363,2,99
14994,53,0,0,99,0,0,15,0,313,9,99
14995,0,0,0,99,0,0,14,0,35,5,99
14996,59,0,0,99,0,0,7,0,115,6,99
14997,137,0,0,99,0,0,3,0,12,7,99
14998,99,0,0,99,0,0,8,0,272,8,99
14999,139,0,0,99,4,0,9,0,504,9,99
15000,0,0,0,99,0,0,9,0,79,6,99
15001,105,0,0,99,0,0,6,0,7,2,99
15002,0,0,0,99,0,0,4,0,215,5,99
15003,0,0,0,99,14,0,15,0,0,0,99
15004,43,0,0,99,0,0,14,0,738,9,99
15005,100,0,0,99,0,0,3,0,229,9,99
15006,66,0,0,99,0,0,6,0,4,5,99
15007,0,0,0,99,0,0,16,0,155,7,99
15008,0,0,0,99,0,0,0,0,163,8,99
15009,69,0,0,99,0,0,8,0,38,5,99
15010,0,0,0,99,10,6,25,0,15,5,99
15011,78,0,0,99,22,0,11,0,101,4,99
15012,0,1,12,9,0,0,4,0,58,4,99
15013,81,0,0,99,44,1,18,0,327,6,99
15014,0,0,0,99,0,0,1,0,118,3,99
15015,0,1,5,71,0,0,12,1,68,4,71
15016,120,0,0,99,0,0,16,0,342,7,99
15017,0,0,0,99,0,0,3,0,39,5,99
15018,75,4,22,18,39,6,5,3,9,4,18
15019,0,1,15,7,5,0,9,1,124,3,7
15020,123,0,0,99,0,0,0,0,487,9,99
15021,0,0,0,99,0,0,6,0,0,0,99
15022,136,0,0,99,0,0,0,0,131,6,99
15023,0,1,5,55,4,0,2,0,12,2,99
15024,138,0,0,99,0,0,4,0,139,5,99
15025,0,0,0,99,0,0,3,0,301,7,99
15026,102,0,0,99,8,0,6,0,10,8,99
15027,0,0,0,99,27,0,0,0,29,2,99
15028,107,1,69,21,242,6,5,1,108,7,21
15029,147,0,0,99,70,0,0,0,56,5,99
15030,91,0,0,99,0,0,12,0,431,8,99
15031,0,0,0,99,2,0,0,0,91,5,99
15032,86,0,0,99,0,0,0,0,239,9,99
15033,0,0,0,99,0,0,3,0,15,4,99
15034,94,0,0,99,0,0,18,0,171,8,99
15035,97,1,12,59,93,0,0,1,4,3,59
15036,124,1,4,50,7,1,1,1,6,3,50
15037,0,0,0,99,0,0,0,0,48,3,99
15038,91,0,0,99,0,2,4,0,77,5,99
15039,162,1,9,42,5,0,10,1,74,4,42
15040,0,0,0,99,0,0,7,0,448,9,99
15041,90,0,0,99,1,0,18,0,238,8,99
15042,0,0,0,99,0,0,0,0,70,1,99
15043,40,0,0,99,0,0,0,0,194,8,99
15044,67,0,0,99,0,0,0,0,26,6,99
15045,221,0,0,99,0,0,1,0,458,9,99
15046,0,0,0,99,0,0,0,0,67,6,99
15047,142,0,0,99,0,0,0,0,77,9,99
15048,126,0,0,99,0,0,9,0,246,9,99
15049,169,0,0,99,0,0,3,0,111,4,99
15050,39,0,0,99,0,0,17,0,102,7,99
15051,66,0,0,99,0,0,4,0,39,8,99
15052,128,1,16,28,93,0,8,0,142,9,99
15053,0,1,5,59,49,0,3,1,89,4,59
15054,145,0,0,99,147,0,2,0,69,7,99
15055,0,0,0,99,0,0,27,0,286,6,99
15056,0,1,2,62,0,0,3,1,35,6,62
15057,110,0,0,99,250,0,0,0,22,6,99
15058,133,0,0,99,0,0,0,0,161,9,99
15059,0,0,0,99,0,0,13,0,131,3,99
15060,84,0,0,99,0,0,1,0,260,8,99
15061,120,0,0,99,0,0,0,0,487,9,99
15062,0,0,0,99,5,5,8,0,218,5,99
15063,63,0,0,99,12,0,5,0,105,9,99
15064,0,0,0,99,0,0,14,0,122,5,99
15065,0,0,0,99,60,0,11,0,24,8,99
15066,0,2,42,45,35,0,8,1,6,2,45
15067,0,0,0,99,0,0,11,0,4,2,99
15068,0,0,0,99,0,0,5,0,229,9,99
15069,75,0,0,99,0,0,9,0,63,8,99
15070,120,0,0,99,0,0,7,0,131,5,99
15071,451,0,0,99,0,9,0,0,162,4,99
15072,22,0,0,99,0,0,5,0,63,6,99
15073,0,0,0,99,88,0,0,0,1,2,99
15074,0,0,0,99,0,0,0,0,28,4,99
15075,51,4,19,9,24,0,20,3,109,6,9
15076,129,0,0,99,0,0,2,0,63,9,99
15077,0,0,0,99,0,0,27,0,186,8,99
15078,0,0,0,99,5,0,5,0,48,3,99
15079,0,0,0,99,0,0,3,0,335,9,99
15080,54,6,84,29,213,0,27,0,205,7,99
15081,47,1,2,72,0,0,1,0,184,9,99
15082,0,1,5,50,0,0,5,0,117,6,99
15083,93,0,0,99,0,0,9,0,279,9,99
15084,54,0,0,99,0,0,12,0,220,4,99
15085,16,0,0,99,0,0,10,0,142,7,99
15086,0,0,0,99,3,0,3,0,92,4,99
15087,178,1,17,50,31,0,1,1,262,7,50
15088,0,0,0,99,23,0,5,0,25,1,99
15089,0,0,0,99,0,0,1,0,184,4,99
15090,0,0,0,99,14,0,9,0,62,8,99
15091,99,0,0,99,0,0,6,0,586,9,99
15092,0,0,0,99,0,0,2,0,46,7,99
15093,0,1,3,49,4,0,7,0,12,3,99
15094,0,0,0,99,2,0,0,0,126,8,99
15095,83,0,0,99,23,0,1,0,166,9,99
15096,117,0,0,99,0,0,1,0,163,3,99
15097,0,0,0,99,0,0,7,0,158,5,99
15098,42,0,0,99,20,1,7,0,236,7,99
15099,113,0,0,99,60,0,3,0,82,3,99
15100,0,2,44,18,0,0,30,2,1,1,18
15101,76,0,0,99,0,0,6,0,31,9,99
15102,44,0,0,99,0,0,4,0,165,4,99
15103,0,0,0,99,9,0,0,0,114,8,99
15104,65,0,0,99,0,0,8,0,144,6,99
15105,129,0,0,99,0,0,0,0,14,9,99
15106,0,0,0,99,0,0,31,0,63,3,99
15107,0,0,0,99,0,0,1,0,0,0,99
15108,121,0,0,99,46,0,16,0,164,8,99
15109,0,0,0,99,0,0,0,0,197,4,99
15110,0,0,0,99,0,0,0,0,124,4,99
15111,0,0,0,99,17,0,5,0,67,5,99
15112,164,0,0,99,0,0,0,0,157,8,99
15113,67,0,0,99,0,0,4,0,132,6,99
15114,0,0,0,99,0,0,22,0,112,7,99
15115,0,0,0,99,0,0,6,0,166,9,99
15116,66,0,0,99,56,0,22,0,95,9,99
15117,44,0,0,99,0,0,17,0,47,8,99
15118,105,0,0,99,0,0,3,0,167,9,99
15119,0,0,0,99,3,0,1,0,104,2,99
15120,0,0,0,99,1,0,0,0,167,6,99
15121,424,0,0,99,0,0,9,0,310,9,99
15122,69,0,0,99,0,0,21,0,120,8,99
15123,106,0,0,99,0,0,6,0,88,9,99
15124,167,0,0,99,5,0,0,0,919,6,99
15125,58,0,0,99,0,0,2,0,74,9,99
15126,59,0,0,99,0,0,4,0,37,6,99
15127,141,0,0,99,0,0,6,0,170,7,99
15128,199,0,0,99,0,0,14,0,352,9,99
15129,60,0,0,99,0,0,20,0,29,3,99
15130,0,0,0,99,0,0,31,0,167,5,99
15131,63,0,0,99,0,0,4,0,225,4,99
15132,101,0,0,99,0,0,6,0,173,4,99
15133,164,0,0,99,0,0,17,0,119,9,99
15134,0,0,0,99,0,0,18,0,37,6,99
15135,100,1,4,7,1,6,1,1,185,3,7
15136,0,0,0,99,0,0,1,0,19,4,99
15137,164,0,0,99,0,0,4,0,94,4,99
15138,0,0,0,99,0,0,3,0,162,9,99
15139,65,0,0,99,0,0,5,0,144,5,99
15140,89,0,0,99,0,0,3,0,9,6,99
15141,90,0,0,99,0,0,20,0,27,8,99
15142,0,0,0,99,0,0,0,0,229,9,99
15143,0,0,0,99,0,0,18,0,414,3,99
15144,0,1,6,64,4,1,18,1,505,4,64
15145,128,0,0,99,0,0,0,0,0,1,99
15146,0,0,0,99,0,0,5,0,158,4,99
15147,73,0,0,99,0,0,3,0,258,6,99
15148,0,0,0,99,0,0,16,0,246,8,99
15149,0,0,0,99,0,0,4,0,30,1,99
15150,99,1,12,38,2,0,2,1,102,8,38
15151,124,0,0,99,0,0,6,0,133,9,99
15152,73,1,56,37,292,3,21,1,60,6,37
15153,0,0,0,99,0,0,2,0,29,5,99
15154,0,0,0,99,0,0,8,0,266,3,99
15155,0,0,0,99,8,0,14,0,75,4,99
15156,162,0,0,99,0,0,1,0,133,5,99
15157,0,0,0,99,0,0,25,0,18,2,99
15158,23,2,5,40,4,0,14,2,0,1,40
15159,0,0,0,99,0,0,0,0,4,1,99
15160,0,0,0,99,0,0,0,0,17,5,99
15161,0,0,0,99,0,0,0,0,0,0,99
15162,0,0,0,99,0,0,0,0,0,0,99
15163,0,0,0,99,0,0,6,0,368,9,99
15164,0,0,0,99,0,0,0,0,978,6,99
15165,0,0,0,99,0,0,0,0,2,1,99
15166,91,0,0,99,0,0,1,0,28,9,99
15167,0,0,0,99,0,0,0,0,12,3,99
15168,0,0,0,99,0,0,1,0,82,3,99
15169,0,1,4,28,108,0,12,1,36,2,28
15170,0,0,0,99,234,0,3,0,47,5,99
15171,142,0,0,99,1,2,5,0,127,8,99
15172,71,0,0,99,17,0,14,0,0,1,99
15173,138,4,44,16,104,0,1,1,68,3,16
15174,55,1,5,53,28,0,0,1,84,7,53
15175,57,0,0,99,0,1,2,0,116,9,99
15176,821,0,0,99,0,0,1,0,176,9,99
15177,0,0,0,99,0,0,1,0,62,2,99
15178,112,0,0,99,31,1,0,0,276,5,99
15179,0,0,0,99,0,0,13,0,69,1,99
15180,0,0,0,99,0,0,4,0,86,6,99
15181,0,0,0,99,0,0,3,0,29,3,99
15182,103,0,0,99,0,0,14,0,78,6,99
15183,0,0,0,99,6,0,0,0,8,2,99
15184,0,1,6,43,5,0,5,1,1,1,43
15185,0,0,0,99,77,0,7,0,372,9,99
15186,0,0,0,99,0,0,0,0,235,4,99
15187,119,0,0,99,0,0,27,0,35,6,99
15188,0,0,0,99,0,0,0,0,304,9,99
15189,0,1,11,68,17,0,13,1,159,7,68
15190,0,0,0,99,0,0,1,0,82,9,99
15191,0,0,0,99,0,0,0,0,83,9,99
15192,0,0,0,99,0,0,0,0,64,6,99
15193,0,0,0,99,19,0,0,0,39,3,99
15194,152,0,0,99,99,2,0,0,272,9,99
15195,134,1,32,1,29,0,0,1,30,4,1
15196,0,0,0,99,0,0,22,0,185,7,99
15197,136,2,27,41,223,0,18,0,118,3,99
15198,0,0,0,99,0,0,4,0,76,2,99
15199,0,1,45,63,42,0,0,1,1,1,63
15200,0,0,0,99,0,0,0,0,39,9,99
15201,164,0,0,99,0,0,1,0,367,9,99
15202,49,1,2,10,0,0,2,1,66,5,10
15203,0,0,0,99,0,0,7,0,105,1,99
15204,0,0,0,99,0,0,13,0,196,9,99
15205,0,0,0,99,0,0,2,0,117,5,99
15206,0,0,0,99,0,0,5,0,130,6,99
15207,42,0,0,99,0,0,0,0,72,6,99
15208,0,0,0,99,0,0,5,0,429,9,99
15209,0,0,0,99,0,0,18,0,46,5,99
15210,151,0,0,99,0,0,1,0,1,4,99
15211,0,0,0,99,0,0,0,0,102,4,99
15212,55,1,3,68,15,0,13,1,78,6,68
15213,48,1,19,43,50,0,10,1,1,2,43
15214,0,0,0,99,7,0,9,0,3,2,99
15215,0,0,0,99,9,0,18,0,217,3,99
15216,0,0,0,99,0,0,6,0,156,2,99
15217,85,0,0,99,114,0,13,0,9,6,99
15218,142,0,0,99,29,0,26,0,172,9,99
15219,65,0,0,99,0,0,25,0,24,4,99
15220,0,0,0,99,0,0,0,0,1,3,99
15221,16,4,32,9,113,1,25,2,22,6,9
15222,0,0,0,99,0,0,12,0,57,1,99
15223,0,0,0,99,0,0,2,0,7,3,99
15224,104,0,0,99,0,0,3,0,438,9,99
15225,0,0,0,99,16,0,17,0,85,8,99
15226,24,0,0,99,0,0,24,0,26,3,99
15227,68,0,0,99,0,0,10,0,733,9,99
15228,49,0,0,99,0,0,4,0,34,9,99
15229,0,0,0,99,0,0,6,0,167,4,99
15230,104,0,0,99,0,0,20,0,42,3,99
15231,0,0,0,99,0,0,5,0,190,6,99
15232,80,0,0,99,0,0,23,0,145,9,99
15233,0,0,0,99,162,0,1,0,1,5,99
15234,0,0,0,99,0,0,6,0,46,4,99
15235,219,0,0,99,0,0,8,0,372,9,99
15236,95,0,0,99,0,0,4,0,279,9,99
15237,255,0,0,99,0,0,0,0,402,9,99
15238,76,0,0,99,0,0,16,0,87,9,99
15239,17,0,0,99,0,0,1,0,96,9,99
15240,0,0,0,99,0,0,11,0,7,2,99
15241,106,0,0,99,8,0,1,0,67,9,99
15242,151,0,0,99,0,0,2,0,47,5,99
15243,300,0,0,99,0,0,1,0,759,9,99
15244,126,0,0,99,0,0,0,0,240,5,99
15245,0,0,0,99,0,0,7,0,103,8,99
15246,90,0,0,99,33,1,0,0,14,5,99
15247,0,0,0,99,0,0,0,0,0,0,99
15248,0,0,0,99,17,0,0,0,108,3,99
15249,152,0,0,99,0,0,2,0,210,8,99
15250,146,0,0,99,49,2,3,0,98,9,99
15251,287,0,0,99,0,0,1,0,788,9,99
15252,0,0,0,99,0,6,1,0,22,8,99
15253,160,0,0,99,0,0,16,0,88,9,99
15254,59,0,0,99,0,0,18,0,239,9,99
15255,0,0,0,99,0,3,3,0,65,9,99
15256,0,0,0,99,41,0,0,0,15,4,99
15257,60,0,0,99,8,0,18,0,107,3,99
15258,111,0,0,99,0,0,6,0,13,7,99
15259,147,0,0,99,0,0,16,0,139,9,99
15260,118,2,16,2,81,0,0,1,3,4,2
15261,47,0,0,99,0,0,0,0,36,4,99
15262,0,0,0,99,2,0,0,0,1,1,99
15263,0,0,0,99,0,0,0,0,91,7,99
15264,0,0,0,99,0,0,2,0,110,5,99
15265,0,1,26,58,22,0,0,0,130,7,99
15266,0,0,0,99,1,0,0,0,178,9,99
15267,163,0,0,99,115,0,10,0,71,9,99
15268,111,1,14,10,16,0,4,1,193,8,10
15269,0,0,0,99,0,0,0,0,20,5,99
15270,239,0,0,99,0,0,0,0,120,9,99
15271,191,1,9,66,10,0,15,0,1,8,99
15272,0,0,0,99,0,0,1,0,61,2,99
15273,0,0,0,99,0,0,7,0,121,5,99
15274,0,0,0,99,0,0,6,0,101,5,99
15275,122,0,0,99,4,0,13,0,224,9,99
15276,0,0,0,99,2,0,3,0,138,6,99
15277,0,0,0,99,0,0,6,0,322,8,99
15278,0,0,0,99,2,3,3,0,250,9,99
15279,151,7,135,53,319,0,24,1,56,4,66
15280,280,0,0,99,0,0,9,0,392,9,99
15281,92,0,0,99,6,0,2,0,242,9,99
15282,108,0,0,99,0,0,0,0,41,6,99
15283,130,0,0,99,0,0,1,0,320,9,99
15284,83,0,0,99,19,0,5,0,61,6,99
15285,97,2,8,29,24,0,4,2,18,5,29
15286,0,0,0,99,0,0,1,0,5,5,99
15287,111,1,9,49,6,6,2,1,94,6,49
15288,133,0,0,99,0,0,0,0,194,7,99
15289,0,0,0,99,0,0,0,0,9,5,99
15290,127,1,17,58,37,3,11,0,153,9,99
15291,5,0,0,99,0,0,17,0,319,9,99
15292,106,0,0,99,0,0,2,0,28,3,99
15293,41,0,0,99,0,0,20,0,114,6,99
15294,90,0,0,99,0,1,0,0,30,8,99
15295,0,0,0,99,5,4,0,0,48,7,99
15296,0,0,0,99,0,0,6,0,149,8,99
15297,0,0,0,99,0,0,0,0,47,3,99
15298,39,0,0,99,0,0,0,0,173,4,99
15299,0,0,0,99,7,0,0,0,25,4,99
15300,77,0,0,99,7,0,1,0,221,4,99
15301,146,0,0,99,77,0,0,0,102,4,99
15302,79,1,30,8,8,1,0,1,169,7,8
15303,100,0,0,99,0,0,23,0,142,6,99
15304,62,0,0,99,0,0,0,0,112,8,99
15305,0,0,0,99,0,0,0,0,233,9,99
15306,79,1,12,51,42,0,2,1,88,4,51
15307,148,0,0,99,2,0,0,0,300,3,99
15308,91,0,0,99,1,0,1,0,879,9,99
15309,0,2,216,67,8,1,0,1,76,3,67
15310,45,0,0,99,0,0,4,0,35,7,99
15311,13,0,0,99,0,0,3,0,14,3,99
15312,0,0,0,99,13,0,5,0,6,4,99
15313,1,0,0,99,0,0,16,0,112,8,99
15314,0,0,0,99,0,0,12,0,53,1,99
15315,103,1,4,54,160,0,11,0,42,4,99
15316,0,0,0,99,0,0,0,0,174,8,99
15317,0,0,0,99,0,0,18,0,143,4,99
15318,63,0,0,99,0,0,12,0,451,9,99
15319,0,0,0,99,0,0,0,0,4,2,99
15320,89,0,0,99,0,0,8,0,50,9,99
